n_communities,pref_attachment,network,threshold_idx,threshold_value,median_final_adoption,internal_variance_adoption,ratio
45.0,0.44,etngrp_geslacht,3,0.3,90.25,5.3875,0.23144591647407312
45.0,0.44,etngrp_geslacht_lft,0,0.05,7977.1,5.790000000000001,0.0470804056787586
45.0,0.44,etngrp_geslacht_lft,1,0.13333333333333333,2476.05,12984577.647499997,0.0470804056787586
45.0,0.44,etngrp_geslacht_lft,2,0.21666666666666667,96.0,13.8,0.0470804056787586
45.0,0.44,etngrp_geslacht_lft,3,0.3,91.8,6.160000000000002,0.0470804056787586
45.0,0.44,etngrp_geslacht_lft_oplniv,0,0.05,7964.8,5.76,0.0358351895167103
45.0,0.44,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,2863.55,14007916.9475,0.0358351895167103
45.0,0.44,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,94.35,9.9275,0.0358351895167103
45.0,0.44,etngrp_geslacht_lft_oplniv,3,0.3,90.1,4.790000000000001,0.0358351895167103
45.0,0.44,etngrp_geslacht_oplniv,0,0.05,8592.25,0.1875,0.1060721609694625
45.0,0.44,etngrp_geslacht_oplniv,1,0.13333333333333333,2242.4,13440093.440000003,0.1060721609694625
45.0,0.44,etngrp_geslacht_oplniv,2,0.21666666666666667,96.75,27.6875,0.1060721609694625
45.0,0.44,etngrp_geslacht_oplniv,3,0.3,92.25,13.5875,0.1060721609694625
45.0,0.44,etngrp_lft,0,0.05,7995.25,4.2875,0.08637181639362558
45.0,0.44,etngrp_lft,1,0.13333333333333333,2093.35,11609127.1275,0.08637181639362558
45.0,0.44,etngrp_lft,2,0.21666666666666667,96.95,15.547500000000003,0.08637181639362558
45.0,0.44,etngrp_lft,3,0.3,91.75,4.7875,0.08637181639362558
45.0,0.44,etngrp_lft_oplniv,0,0.05,7986.95,3.1475000000000004,0.06990681106920812
45.0,0.44,etngrp_lft_oplniv,1,0.13333333333333333,4445.65,15321024.0275,0.06990681106920812
45.0,0.44,etngrp_lft_oplniv,2,0.21666666666666667,95.35,10.3275,0.06990681106920812
45.0,0.44,etngrp_lft_oplniv,3,0.3,90.7,5.610000000000001,0.06990681106920812
45.0,0.44,etngrp_oplniv,0,0.05,8595.1,0.09000000000000001,0.2076092668114412
45.0,0.44,etngrp_oplniv,1,0.13333333333333333,4781.2,17777343.96,0.2076092668114412
45.0,0.44,etngrp_oplniv,2,0.21666666666666667,94.0,16.7,0.2076092668114412
45.0,0.44,etngrp_oplniv,3,0.3,89.55,6.147499999999999,0.2076092668114412
45.0,0.44,geslacht,0,0.05,8599.0,0.0,0.5047082730751882
45.0,0.44,geslacht,1,0.13333333333333333,2663.1,15100807.589999998,0.5047082730751882
45.0,0.44,geslacht,2,0.21666666666666667,91.75,12.5875,0.5047082730751882
45.0,0.44,geslacht,3,0.3,86.9,1.5899999999999996,0.5047082730751882
45.0,0.44,geslacht_lft,0,0.05,7974.65,8.0275,0.10241017079987165
45.0,0.44,geslacht_lft,1,0.13333333333333333,2086.9,11550381.290000003,0.10241017079987165
45.0,0.44,geslacht_lft,2,0.21666666666666667,98.35,24.927500000000002,0.10241017079987165
45.0,0.44,geslacht_lft,3,0.3,91.3,8.41,0.10241017079987165
45.0,0.44,geslacht_lft_oplniv,0,0.05,7963.25,3.8875,0.09310987830567272
45.0,0.44,geslacht_lft_oplniv,1,0.13333333333333333,2867.9,13987177.49,0.09310987830567272
45.0,0.44,geslacht_lft_oplniv,2,0.21666666666666667,96.35,28.527499999999996,0.09310987830567272
45.0,0.44,geslacht_lft_oplniv,3,0.3,91.1,3.4899999999999998,0.09310987830567272
45.0,0.44,geslacht_oplniv,0,0.05,8599.1,0.09,0.19038745018530834
45.0,0.44,geslacht_oplniv,1,0.13333333333333333,4781.0,17818206.9,0.19038745018530834
45.0,0.44,geslacht_oplniv,2,0.21666666666666667,91.2,5.460000000000001,0.19038745018530834
45.0,0.44,geslacht_oplniv,3,0.3,88.05,2.2474999999999996,0.19038745018530834
45.0,0.44,lft,0,0.05,7959.3,5.31,0.1923835254618758
45.0,0.44,lft,1,0.13333333333333333,5998.8,11524070.959999999,0.1923835254618758
45.0,0.44,lft,2,0.21666666666666667,98.45,30.1475,0.1923835254618758
45.0,0.44,lft,3,0.3,93.2,12.359999999999998,0.1923835254618758
45.0,0.44,lft_oplniv,0,0.05,7970.3,6.01,0.18090463945091073
45.0,0.44,lft_oplniv,1,0.13333333333333333,2476.6,12925446.84,0.18090463945091073
45.0,0.44,lft_oplniv,2,0.21666666666666667,98.45,38.8475,0.18090463945091073
45.0,0.44,lft_oplniv,3,0.3,93.75,6.9875,0.18090463945091073
45.0,0.44,oplniv,0,0.05,8601.0,0.0,0.3783858877361693
