geslacht,lft,etngrp,oplniv,com,n
Vrouw,"[20,30)",Marokkaans,2,0,1000
Vrouw,"[20,30)",Marokkaans,2,1,1200
Vrouw,"[20,30)",Marokkaans,2,2,800
Vrouw,"[20,30)",Marokkaans,2,3,700
Vrouw,"[20,30)",Marokkaans,2,4,600
Vrouw,"[20,30)",Marokkaans,3,0,200
Vrouw,"[20,30)",Marokkaans,3,1,300
Vrouw,"[20,30)",Marokkaans,3,2,100
Vrouw,"[20,30)",Marokkaans,3,3,500
Man,"[50,60)",Marokkaans,1,0,300
Man,"[50,60)",Marokkaans,1,1,1100
Man,"[50,60)",Marokkaans,1,2,700
Man,"[50,60)",Marokkaans,1,3,400
Man,"[50,60)",Marokkaans,1,4,300
Man,"[50,60)",Marokkaans,2,0,300
Man,"[50,60)",Marokkaans,2,1,200
Man,"[50,60)",Marokkaans,2,2,100
Man,"[50,60)",Marokkaans,2,3,100
Man,"[50,60)",Marokkaans,2,4,400
Man,"[50,60)",Marokkaans,3,0,200
Man,"[50,60)",Marokkaans,3,2,100
Man,"[50,60)",Marokkaans,3,3,100
Vrouw,"[60,70)",Turks,1,1,500
Vrouw,"[60,70)",Turks,1,2,200
Vrouw,"[60,70)",Turks,1,3,300
Vrouw,"[60,70)",Turks,1,4,100
Man,"[70,80)",Overig,1,0,200
Man,"[70,80)",Overig,1,1,300
Man,"[70,80)",Overig,1,2,400
Man,"[70,80)",Overig,1,3,100
Man,"[70,80)",Overig,1,4,300
Man,"[70,80)",Overig,2,0,300
Man,"[70,80)",Overig,2,1,200
Man,"[70,80)",Overig,2,2,200
Man,"[70,80)",Overig,2,4,300
Man,"[70,80)",Overig,3,0,300
Man,"[70,80)",Overig,3,1,300
Man,"[70,80)",Overig,3,2,600
Man,"[70,80)",Overig,3,3,600
Man,"[70,80)",Overig,3,4,500
Vrouw,"[40,50)",Marokkaans,1,0,700
Vrouw,"[40,50)",Marokkaans,1,1,700
Vrouw,"[40,50)",Marokkaans,1,2,300
Vrouw,"[40,50)",Marokkaans,1,3,400
Vrouw,"[40,50)",Marokkaans,1,4,500
Vrouw,"[40,50)",Marokkaans,2,0,400
Vrouw,"[40,50)",Marokkaans,2,1,300
Vrouw,"[40,50)",Marokkaans,2,2,600
Vrouw,"[40,50)",Marokkaans,2,3,400
Vrouw,"[40,50)",Marokkaans,2,4,400
Vrouw,"[40,50)",Marokkaans,3,0,100
Vrouw,"[40,50)",Marokkaans,3,1,200
Vrouw,"[40,50)",Marokkaans,3,2,100
Vrouw,"[40,50)",Marokkaans,3,3,400
Man,"[60,70)",Autochtoon,1,0,700
Man,"[60,70)",Autochtoon,1,1,1700
Man,"[60,70)",Autochtoon,1,2,1100
Man,"[60,70)",Autochtoon,1,3,900
Man,"[60,70)",Autochtoon,1,4,500
Man,"[60,70)",Autochtoon,2,0,1100
Man,"[60,70)",Autochtoon,2,1,1300
Man,"[60,70)",Autochtoon,2,2,1500
Man,"[60,70)",Autochtoon,2,3,900
Man,"[60,70)",Autochtoon,2,4,1900
Man,"[60,70)",Autochtoon,3,0,1500
Man,"[60,70)",Autochtoon,3,1,2500
Man,"[60,70)",Autochtoon,3,2,2200
Man,"[60,70)",Autochtoon,3,3,2300
Man,"[60,70)",Autochtoon,3,4,2700
Man,"[60,70)",Turks,1,1,100
Man,"[60,70)",Turks,1,2,200
Man,"[60,70)",Turks,1,3,400
Man,"[60,70)",Turks,1,4,300
Man,"[60,70)",Turks,2,2,100
Vrouw,"[80,120]",Autochtoon,1,0,1500
Vrouw,"[80,120]",Autochtoon,1,1,2100
Vrouw,"[80,120]",Autochtoon,1,2,1200
Vrouw,"[80,120]",Autochtoon,1,3,1300
Vrouw,"[80,120]",Autochtoon,1,4,2000
Vrouw,"[80,120]",Autochtoon,2,0,200
Vrouw,"[80,120]",Autochtoon,2,1,400
Vrouw,"[80,120]",Autochtoon,2,2,600
Vrouw,"[80,120]",Autochtoon,2,3,400
Vrouw,"[80,120]",Autochtoon,2,4,300
Vrouw,"[80,120]",Autochtoon,3,1,500
Vrouw,"[80,120]",Autochtoon,3,4,100
Man,"[70,80)",Turks,1,0,200
Man,"[70,80)",Turks,1,1,100
Man,"[70,80)",Turks,1,2,100
Man,"[70,80)",Turks,1,4,100
Vrouw,"[40,50)",Turks,1,0,100
Vrouw,"[40,50)",Turks,1,1,700
Vrouw,"[40,50)",Turks,1,2,100
Vrouw,"[40,50)",Turks,1,3,600
Vrouw,"[40,50)",Turks,1,4,600
Vrouw,"[40,50)",Turks,2,1,300
Vrouw,"[40,50)",Turks,2,2,300
Vrouw,"[40,50)",Turks,2,3,200
Vrouw,"[40,50)",Turks,2,4,100
Vrouw,"[40,50)",Turks,3,0,100
Vrouw,"[40,50)",Turks,3,1,100
Vrouw,"[40,50)",Turks,3,3,100
Vrouw,"[40,50)",Turks,3,4,200
Vrouw,"[70,80)",Turks,1,0,100
Vrouw,"[70,80)",Turks,1,1,100
Vrouw,"[70,80)",Turks,1,2,100
Vrouw,"[70,80)",Turks,1,3,100
Vrouw,"[70,80)",Turks,1,4,200
Man,"[70,80)",Surinaams,1,0,200
Man,"[70,80)",Surinaams,1,1,200
Man,"[70,80)",Surinaams,1,2,200
Man,"[70,80)",Surinaams,1,3,200
Man,"[70,80)",Surinaams,1,4,100
Man,"[70,80)",Surinaams,2,0,100
Man,"[70,80)",Surinaams,2,1,200
Man,"[70,80)",Surinaams,2,4,100
Man,"[70,80)",Surinaams,3,4,100
Man,"[0,20)",Turks,1,0,1000
Man,"[0,20)",Turks,1,1,1300
Man,"[0,20)",Turks,1,2,1700
Man,"[0,20)",Turks,1,3,900
Man,"[0,20)",Turks,1,4,800
Man,"[0,20)",Turks,2,0,100
Man,"[0,20)",Turks,2,3,100
Vrouw,"[30,40)",Surinaams,1,0,300
Vrouw,"[30,40)",Surinaams,1,1,200
Vrouw,"[30,40)",Surinaams,1,2,200
Vrouw,"[30,40)",Surinaams,2,0,600
Vrouw,"[30,40)",Surinaams,2,1,600
Vrouw,"[30,40)",Surinaams,2,2,700
Vrouw,"[30,40)",Surinaams,2,3,400
Vrouw,"[30,40)",Surinaams,2,4,400
Vrouw,"[30,40)",Surinaams,3,0,400
Vrouw,"[30,40)",Surinaams,3,1,100
Vrouw,"[30,40)",Surinaams,3,2,500
Vrouw,"[30,40)",Surinaams,3,3,200
Vrouw,"[30,40)",Surinaams,3,4,500
Vrouw,"[60,70)",Marokkaans,1,0,600
Vrouw,"[60,70)",Marokkaans,1,1,500
Vrouw,"[60,70)",Marokkaans,1,2,600
Vrouw,"[60,70)",Marokkaans,1,3,300
Vrouw,"[60,70)",Marokkaans,1,4,300
Man,"[80,120]",Overig,1,2,100
Man,"[80,120]",Overig,2,3,100
Man,"[80,120]",Overig,3,1,200
Man,"[80,120]",Overig,3,2,100
Man,"[80,120]",Overig,3,3,400
Man,"[80,120]",Overig,3,4,500
Vrouw,"[70,80)",Surinaams,1,0,600
Vrouw,"[70,80)",Surinaams,1,2,300
Vrouw,"[70,80)",Surinaams,1,3,200
Vrouw,"[70,80)",Surinaams,1,4,100
Vrouw,"[70,80)",Surinaams,2,0,300
Vrouw,"[70,80)",Surinaams,3,0,100
Vrouw,"[70,80)",Surinaams,3,1,100
Man,"[40,50)",Turks,1,0,700
Man,"[40,50)",Turks,1,1,300
Man,"[40,50)",Turks,1,2,100
Man,"[40,50)",Turks,1,3,500
Man,"[40,50)",Turks,1,4,500
Man,"[40,50)",Turks,2,0,100
Man,"[40,50)",Turks,2,1,300
Man,"[40,50)",Turks,2,2,300
Man,"[40,50)",Turks,2,3,100
Man,"[40,50)",Turks,2,4,200
Man,"[40,50)",Turks,3,0,100
Man,"[40,50)",Turks,3,1,200
Man,"[40,50)",Turks,3,4,100
Man,"[80,120]",Marokkaans,1,1,100
Man,"[80,120]",Marokkaans,1,3,200
Man,"[80,120]",Marokkaans,1,4,300
Vrouw,"[0,20)",Turks,1,0,700
Vrouw,"[0,20)",Turks,1,1,1100
Vrouw,"[0,20)",Turks,1,2,1500
Vrouw,"[0,20)",Turks,1,3,1200
Vrouw,"[0,20)",Turks,1,4,600
Vrouw,"[0,20)",Turks,2,1,100
Vrouw,"[0,20)",Turks,2,2,100
Vrouw,"[0,20)",Turks,2,4,100
Vrouw,"[0,20)",Surinaams,1,0,1100
Vrouw,"[0,20)",Surinaams,1,1,1200
Vrouw,"[0,20)",Surinaams,1,2,1200
Vrouw,"[0,20)",Surinaams,1,3,1000
Vrouw,"[0,20)",Surinaams,1,4,600
Vrouw,"[0,20)",Surinaams,2,0,100
Vrouw,"[0,20)",Surinaams,2,1,200
Vrouw,"[0,20)",Surinaams,2,3,100
Man,"[50,60)",Surinaams,1,0,500
Man,"[50,60)",Surinaams,1,1,300
Man,"[50,60)",Surinaams,1,2,500
Man,"[50,60)",Surinaams,1,3,300
Man,"[50,60)",Surinaams,1,4,600
Man,"[50,60)",Surinaams,2,0,400
Man,"[50,60)",Surinaams,2,1,500
Man,"[50,60)",Surinaams,2,2,400
Man,"[50,60)",Surinaams,2,3,300
Man,"[50,60)",Surinaams,2,4,400
Man,"[50,60)",Surinaams,3,1,100
Man,"[50,60)",Surinaams,3,2,100
Man,"[50,60)",Surinaams,3,3,100
Man,"[50,60)",Surinaams,3,4,400
Man,"[30,40)",Surinaams,1,0,200
Man,"[30,40)",Surinaams,1,1,200
Man,"[30,40)",Surinaams,1,2,500
Man,"[30,40)",Surinaams,1,3,200
Man,"[30,40)",Surinaams,1,4,200
Man,"[30,40)",Surinaams,2,0,400
Man,"[30,40)",Surinaams,2,1,500
Man,"[30,40)",Surinaams,2,2,600
Man,"[30,40)",Surinaams,2,3,500
Man,"[30,40)",Surinaams,2,4,400
Man,"[30,40)",Surinaams,3,0,300
Man,"[30,40)",Surinaams,3,1,200
Man,"[30,40)",Surinaams,3,2,200
Man,"[30,40)",Surinaams,3,3,100
Man,"[30,40)",Surinaams,3,4,300
Vrouw,"[50,60)",Turks,1,0,100
Vrouw,"[50,60)",Turks,1,1,100
Vrouw,"[50,60)",Turks,1,2,600
Vrouw,"[50,60)",Turks,1,3,700
Vrouw,"[50,60)",Turks,1,4,100
Vrouw,"[50,60)",Turks,2,0,100
Vrouw,"[50,60)",Turks,2,3,200
Vrouw,"[50,60)",Turks,2,4,300
Vrouw,"[50,60)",Turks,3,4,100
Vrouw,"[70,80)",Marokkaans,1,0,100
Vrouw,"[70,80)",Marokkaans,1,1,100
Vrouw,"[70,80)",Marokkaans,1,2,300
Vrouw,"[70,80)",Marokkaans,1,3,100
Vrouw,"[70,80)",Marokkaans,1,4,400
Man,"[40,50)",Surinaams,1,0,300
Man,"[40,50)",Surinaams,1,1,500
Man,"[40,50)",Surinaams,1,2,200
Man,"[40,50)",Surinaams,1,3,100
Man,"[40,50)",Surinaams,1,4,300
Man,"[40,50)",Surinaams,2,0,500
Man,"[40,50)",Surinaams,2,1,700
Man,"[40,50)",Surinaams,2,2,200
Man,"[40,50)",Surinaams,2,3,200
Man,"[40,50)",Surinaams,2,4,300
Man,"[40,50)",Surinaams,3,1,100
Man,"[40,50)",Surinaams,3,3,100
Man,"[40,50)",Surinaams,3,4,600
Vrouw,"[30,40)",Marokkaans,1,0,500
Vrouw,"[30,40)",Marokkaans,1,1,700
Vrouw,"[30,40)",Marokkaans,1,2,300
Vrouw,"[30,40)",Marokkaans,1,3,600
Vrouw,"[30,40)",Marokkaans,1,4,300
Vrouw,"[30,40)",Marokkaans,2,0,500
Vrouw,"[30,40)",Marokkaans,2,1,500
Vrouw,"[30,40)",Marokkaans,2,2,400
Vrouw,"[30,40)",Marokkaans,2,3,700
Vrouw,"[30,40)",Marokkaans,2,4,400
Vrouw,"[30,40)",Marokkaans,3,0,100
Vrouw,"[30,40)",Marokkaans,3,1,300
Vrouw,"[30,40)",Marokkaans,3,2,700
Vrouw,"[30,40)",Marokkaans,3,3,300
Vrouw,"[30,40)",Marokkaans,3,4,400
Vrouw,"[60,70)",Surinaams,1,0,400
Vrouw,"[60,70)",Surinaams,1,1,100
Vrouw,"[60,70)",Surinaams,1,2,500
Vrouw,"[60,70)",Surinaams,1,3,200
Vrouw,"[60,70)",Surinaams,1,4,500
Vrouw,"[60,70)",Surinaams,2,0,300
Vrouw,"[60,70)",Surinaams,2,1,400
Vrouw,"[60,70)",Surinaams,2,2,400
Vrouw,"[60,70)",Surinaams,2,3,500
Vrouw,"[60,70)",Surinaams,2,4,300
Vrouw,"[60,70)",Surinaams,3,0,200
Vrouw,"[60,70)",Surinaams,3,1,200
Vrouw,"[60,70)",Surinaams,3,2,200
Vrouw,"[60,70)",Surinaams,3,3,200
Man,"[70,80)",Marokkaans,1,0,200
Man,"[70,80)",Marokkaans,1,1,400
Man,"[70,80)",Marokkaans,1,2,500
Man,"[70,80)",Marokkaans,1,3,400
Vrouw,"[80,120]",Marokkaans,1,0,100
Vrouw,"[80,120]",Marokkaans,1,1,100
Vrouw,"[80,120]",Marokkaans,1,4,100
Man,"[30,40)",Turks,1,0,200
Man,"[30,40)",Turks,1,1,300
Man,"[30,40)",Turks,1,2,400
Man,"[30,40)",Turks,1,3,100
Man,"[30,40)",Turks,1,4,200
Man,"[30,40)",Turks,2,0,300
Man,"[30,40)",Turks,2,1,500
Man,"[30,40)",Turks,2,2,700
Man,"[30,40)",Turks,2,3,500
Man,"[30,40)",Turks,2,4,200
Man,"[30,40)",Turks,3,0,200
Man,"[30,40)",Turks,3,1,300
Man,"[30,40)",Turks,3,2,300
Man,"[30,40)",Turks,3,4,200
Vrouw,"[80,120]",Surinaams,1,0,200
Vrouw,"[80,120]",Surinaams,1,1,300
Vrouw,"[80,120]",Surinaams,1,2,200
Vrouw,"[80,120]",Surinaams,1,3,300
Man,"[80,120]",Turks,1,1,100
Man,"[80,120]",Turks,1,4,100
