n_communities,pref_attachment,strategy,network,threshold_idx,threshold_value,median_final_adoption
34.0,0.33,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,118.0
34.0,0.33,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,93.5
34.0,0.33,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.3,89.0
34.0,0.33,external_exposure_ratio,geslacht,0,0.05,8598.0
34.0,0.33,external_exposure_ratio,geslacht,1,0.13333333333333333,94.5
34.0,0.33,external_exposure_ratio,geslacht,2,0.21666666666666667,86.0
34.0,0.33,external_exposure_ratio,geslacht,3,0.3,86.0
34.0,0.33,external_exposure_ratio,lft,0,0.05,7982.0
34.0,0.33,external_exposure_ratio,lft,1,0.13333333333333333,7981.0
34.0,0.33,external_exposure_ratio,lft,2,0.21666666666666667,134.0
34.0,0.33,external_exposure_ratio,lft,3,0.3,121.0
34.0,0.33,random,etngrp_geslacht_lft_oplniv,0,0.05,7951.0
34.0,0.33,random,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,121.0
34.0,0.33,random,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,92.5
34.0,0.33,random,etngrp_geslacht_lft_oplniv,3,0.3,89.0
34.0,0.33,random,geslacht,0,0.05,8598.0
34.0,0.33,random,geslacht,1,0.13333333333333333,119.5
34.0,0.33,random,geslacht,2,0.21666666666666667,91.0
34.0,0.33,random,geslacht,3,0.3,88.0
34.0,0.33,random,lft,0,0.05,7983.0
34.0,0.33,random,lft,1,0.13333333333333333,133.0
34.0,0.33,random,lft,2,0.21666666666666667,94.5
34.0,0.33,random,lft,3,0.3,92.5
34.0,0.33,size,etngrp_geslacht_lft_oplniv,0,0.05,7945.0
34.0,0.33,size,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7945.0
34.0,0.33,size,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,88.0
34.0,0.33,size,etngrp_geslacht_lft_oplniv,3,0.3,86.0
34.0,0.33,size,geslacht,0,0.05,8598.0
34.0,0.33,size,geslacht,1,0.13333333333333333,169.0
34.0,0.33,size,geslacht,2,0.21666666666666667,94.5
34.0,0.33,size,geslacht,3,0.3,88.5
34.0,0.33,size,lft,0,0.05,7975.0
34.0,0.33,size,lft,1,0.13333333333333333,7975.0
34.0,0.33,size,lft,2,0.21666666666666667,87.0
34.0,0.33,size,lft,3,0.3,86.0
100.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7968.0
100.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7968.5
100.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,89.0
100.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,3,0.3,88.0
100.0,0.0,combined_score,geslacht,0,0.05,8601.0
100.0,0.0,combined_score,geslacht,1,0.13333333333333333,4465.5
100.0,0.0,combined_score,geslacht,2,0.21666666666666667,88.5
100.0,0.0,combined_score,geslacht,3,0.3,87.0
100.0,0.0,combined_score,lft,0,0.05,8047.0
100.0,0.0,combined_score,lft,1,0.13333333333333333,8047.0
100.0,0.0,combined_score,lft,2,0.21666666666666667,86.0
100.0,0.0,combined_score,lft,3,0.3,86.0
100.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7969.5
100.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7965.5
100.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,89.0
100.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,3,0.3,87.0
100.0,0.0,internal_density,geslacht,0,0.05,8601.0
100.0,0.0,internal_density,geslacht,1,0.13333333333333333,7407.5
100.0,0.0,internal_density,geslacht,2,0.21666666666666667,90.5
100.0,0.0,internal_density,geslacht,3,0.3,87.0
100.0,0.0,internal_density,lft,0,0.05,8047.0
100.0,0.0,internal_density,lft,1,0.13333333333333333,8047.0
100.0,0.0,internal_density,lft,2,0.21666666666666667,86.0
100.0,0.0,internal_density,lft,3,0.3,86.0
100.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7968.0
100.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7968.0
100.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,90.0
100.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.3,88.0
100.0,0.0,external_exposure_ratio,geslacht,0,0.05,8601.0
100.0,0.0,external_exposure_ratio,geslacht,1,0.13333333333333333,4119.0
100.0,0.0,external_exposure_ratio,geslacht,2,0.21666666666666667,87.0
100.0,0.0,external_exposure_ratio,geslacht,3,0.3,86.0
100.0,0.0,external_exposure_ratio,lft,0,0.05,8047.0
100.0,0.0,external_exposure_ratio,lft,1,0.13333333333333333,2940.0
100.0,0.0,external_exposure_ratio,lft,2,0.21666666666666667,93.0
100.0,0.0,external_exposure_ratio,lft,3,0.3,92.0
100.0,0.0,random,etngrp_geslacht_lft_oplniv,0,0.05,7968.0
100.0,0.0,random,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7968.0
100.0,0.0,random,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,89.0
100.0,0.0,random,etngrp_geslacht_lft_oplniv,3,0.3,88.0
100.0,0.0,random,geslacht,0,0.05,8601.0
100.0,0.0,random,geslacht,1,0.13333333333333333,4409.0
100.0,0.0,random,geslacht,2,0.21666666666666667,88.0
100.0,0.0,random,geslacht,3,0.3,86.0
100.0,0.0,random,lft,0,0.05,8053.0
100.0,0.0,random,lft,1,0.13333333333333333,6316.5
100.0,0.0,random,lft,2,0.21666666666666667,90.0
100.0,0.0,random,lft,3,0.3,90.0
100.0,0.0,size,etngrp_geslacht_lft_oplniv,0,0.05,7962.0
100.0,0.0,size,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7962.0
100.0,0.0,size,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,88.0
100.0,0.0,size,etngrp_geslacht_lft_oplniv,3,0.3,86.0
100.0,0.0,size,geslacht,0,0.05,8601.0
100.0,0.0,size,geslacht,1,0.13333333333333333,4544.0
100.0,0.0,size,geslacht,2,0.21666666666666667,88.0
100.0,0.0,size,geslacht,3,0.3,86.0
100.0,0.0,size,lft,0,0.05,8047.0
100.0,0.0,size,lft,1,0.13333333333333333,8047.0
100.0,0.0,size,lft,2,0.21666666666666667,86.0
100.0,0.0,size,lft,3,0.3,86.0
1.0,0.44,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7933.5
1.0,0.44,combined_score,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,124.0
1.0,0.44,combined_score,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,97.5
1.0,0.44,combined_score,etngrp_geslacht_lft_oplniv,3,0.3,92.0
1.0,0.44,combined_score,geslacht,0,0.05,8601.0
1.0,0.44,combined_score,geslacht,1,0.13333333333333333,158.0
1.0,0.44,combined_score,geslacht,2,0.21666666666666667,99.0
1.0,0.44,combined_score,geslacht,3,0.3,87.0
1.0,0.44,combined_score,lft,0,0.05,7945.0
1.0,0.44,combined_score,lft,1,0.13333333333333333,7945.0
1.0,0.44,combined_score,lft,2,0.21666666666666667,86.0
1.0,0.44,combined_score,lft,3,0.3,86.0
1.0,0.44,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7931.5
1.0,0.44,internal_density,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,130.0
1.0,0.44,internal_density,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,100.5
1.0,0.44,internal_density,etngrp_geslacht_lft_oplniv,3,0.3,92.0
1.0,0.44,internal_density,geslacht,0,0.05,8601.0
1.0,0.44,internal_density,geslacht,1,0.13333333333333333,156.0
1.0,0.44,internal_density,geslacht,2,0.21666666666666667,97.5
1.0,0.44,internal_density,geslacht,3,0.3,87.5
1.0,0.44,internal_density,lft,0,0.05,7945.0
1.0,0.44,internal_density,lft,1,0.13333333333333333,7945.0
1.0,0.44,internal_density,lft,2,0.21666666666666667,86.5
1.0,0.44,internal_density,lft,3,0.3,86.0
1.0,0.44,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7934.0
1.0,0.44,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,129.5
1.0,0.44,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,94.5
1.0,0.44,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.3,93.0
1.0,0.44,external_exposure_ratio,geslacht,0,0.05,8601.0
1.0,0.44,external_exposure_ratio,geslacht,1,0.13333333333333333,87.0
1.0,0.44,external_exposure_ratio,geslacht,2,0.21666666666666667,86.0
1.0,0.44,external_exposure_ratio,geslacht,3,0.3,86.0
1.0,0.44,external_exposure_ratio,lft,0,0.05,7952.5
1.0,0.44,external_exposure_ratio,lft,1,0.13333333333333333,249.5
1.0,0.44,external_exposure_ratio,lft,2,0.21666666666666667,155.5
1.0,0.44,external_exposure_ratio,lft,3,0.3,132.5
1.0,0.44,random,etngrp_geslacht_lft_oplniv,0,0.05,7933.0
1.0,0.44,random,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,131.5
1.0,0.44,random,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,97.5
1.0,0.44,random,etngrp_geslacht_lft_oplniv,3,0.3,91.0
1.0,0.44,random,geslacht,0,0.05,8601.0
1.0,0.44,random,geslacht,1,0.13333333333333333,117.0
1.0,0.44,random,geslacht,2,0.21666666666666667,89.5
1.0,0.44,random,geslacht,3,0.3,86.5
1.0,0.44,random,lft,0,0.05,7952.0
1.0,0.44,random,lft,1,0.13333333333333333,114.5
1.0,0.44,random,lft,2,0.21666666666666667,97.0
1.0,0.44,random,lft,3,0.3,92.0
1.0,0.44,size,etngrp_geslacht_lft_oplniv,0,0.05,7926.0
1.0,0.44,size,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7926.0
1.0,0.44,size,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,88.0
1.0,0.44,size,etngrp_geslacht_lft_oplniv,3,0.3,86.0
1.0,0.44,size,geslacht,0,0.05,8601.0
1.0,0.44,size,geslacht,1,0.13333333333333333,163.5
1.0,0.44,size,geslacht,2,0.21666666666666667,96.0
1.0,0.44,size,geslacht,3,0.3,87.5
1.0,0.44,size,lft,0,0.05,7945.0
1.0,0.44,size,lft,1,0.13333333333333333,7945.0
1.0,0.44,size,lft,2,0.21666666666666667,87.0
1.0,0.44,size,lft,3,0.3,86.0
78.0,0.66,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7972.0
78.0,0.66,combined_score,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7970.5
78.0,0.66,combined_score,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,93.0
78.0,0.66,combined_score,etngrp_geslacht_lft_oplniv,3,0.3,90.0
78.0,0.66,combined_score,geslacht,0,0.05,8589.0
78.0,0.66,combined_score,geslacht,1,0.13333333333333333,8367.0
78.0,0.66,combined_score,geslacht,2,0.21666666666666667,100.5
78.0,0.66,combined_score,geslacht,3,0.3,89.5
78.0,0.66,combined_score,lft,0,0.05,7916.0
78.0,0.66,combined_score,lft,1,0.13333333333333333,7916.0
78.0,0.66,combined_score,lft,2,0.21666666666666667,86.0
78.0,0.66,combined_score,lft,3,0.3,86.0
78.0,0.66,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7972.5
78.0,0.66,internal_density,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7969.5
78.0,0.66,internal_density,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,93.0
78.0,0.66,internal_density,etngrp_geslacht_lft_oplniv,3,0.3,88.5
78.0,0.66,internal_density,geslacht,0,0.05,8589.0
78.0,0.66,internal_density,geslacht,1,0.13333333333333333,6656.5
78.0,0.66,internal_density,geslacht,2,0.21666666666666667,100.5
78.0,0.66,internal_density,geslacht,3,0.3,89.0
78.0,0.66,internal_density,lft,0,0.05,7916.0
78.0,0.66,internal_density,lft,1,0.13333333333333333,7916.0
78.0,0.66,internal_density,lft,2,0.21666666666666667,86.0
78.0,0.66,internal_density,lft,3,0.3,86.0
78.0,0.66,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7974.0
78.0,0.66,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7972.5
78.0,0.66,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,92.0
78.0,0.66,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.3,90.0
78.0,0.66,external_exposure_ratio,geslacht,0,0.05,8589.0
78.0,0.66,external_exposure_ratio,geslacht,1,0.13333333333333333,93.5
78.0,0.66,external_exposure_ratio,geslacht,2,0.21666666666666667,86.0
78.0,0.66,external_exposure_ratio,geslacht,3,0.3,86.0
78.0,0.66,external_exposure_ratio,lft,0,0.05,7926.0
78.0,0.66,external_exposure_ratio,lft,1,0.13333333333333333,7926.0
78.0,0.66,external_exposure_ratio,lft,2,0.21666666666666667,171.5
78.0,0.66,external_exposure_ratio,lft,3,0.3,148.5
78.0,0.66,random,etngrp_geslacht_lft_oplniv,0,0.05,7972.5
78.0,0.66,random,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7968.5
78.0,0.66,random,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,93.0
78.0,0.66,random,etngrp_geslacht_lft_oplniv,3,0.3,90.0
78.0,0.66,random,geslacht,0,0.05,8589.0
78.0,0.66,random,geslacht,1,0.13333333333333333,134.0
78.0,0.66,random,geslacht,2,0.21666666666666667,91.0
78.0,0.66,random,geslacht,3,0.3,87.0
78.0,0.66,random,lft,0,0.05,7923.0
78.0,0.66,random,lft,1,0.13333333333333333,118.0
78.0,0.66,random,lft,2,0.21666666666666667,101.5
78.0,0.66,random,lft,3,0.3,94.0
78.0,0.66,size,etngrp_geslacht_lft_oplniv,0,0.05,7967.0
78.0,0.66,size,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7967.0
78.0,0.66,size,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,86.0
78.0,0.66,size,etngrp_geslacht_lft_oplniv,3,0.3,86.0
78.0,0.66,size,geslacht,0,0.05,8589.0
78.0,0.66,size,geslacht,1,0.13333333333333333,6988.5
78.0,0.66,size,geslacht,2,0.21666666666666667,105.5
78.0,0.66,size,geslacht,3,0.3,93.0
78.0,0.66,size,lft,0,0.05,7916.0
78.0,0.66,size,lft,1,0.13333333333333333,7916.0
78.0,0.66,size,lft,2,0.21666666666666667,86.0
78.0,0.66,size,lft,3,0.3,86.0
78.0,0.77,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7960.0
78.0,0.77,combined_score,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,4038.5
78.0,0.77,combined_score,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,92.5
78.0,0.77,combined_score,etngrp_geslacht_lft_oplniv,3,0.3,89.0
78.0,0.77,combined_score,geslacht,0,0.05,8598.0
78.0,0.77,combined_score,geslacht,1,0.13333333333333333,7723.5
78.0,0.77,combined_score,geslacht,2,0.21666666666666667,100.0
78.0,0.77,combined_score,geslacht,3,0.3,93.0
78.0,0.77,combined_score,lft,0,0.05,7918.0
78.0,0.77,combined_score,lft,1,0.13333333333333333,7918.0
78.0,0.77,combined_score,lft,2,0.21666666666666667,86.0
78.0,0.77,combined_score,lft,3,0.3,86.0
78.0,0.77,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7960.0
78.0,0.77,internal_density,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7959.0
78.0,0.77,internal_density,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,92.5
78.0,0.77,internal_density,etngrp_geslacht_lft_oplniv,3,0.3,89.0
78.0,0.77,internal_density,geslacht,0,0.05,8598.0
78.0,0.77,internal_density,geslacht,1,0.13333333333333333,7833.0
78.0,0.77,internal_density,geslacht,2,0.21666666666666667,95.0
78.0,0.77,internal_density,geslacht,3,0.3,88.5
78.0,0.77,internal_density,lft,0,0.05,7918.0
78.0,0.77,internal_density,lft,1,0.13333333333333333,7918.0
78.0,0.77,internal_density,lft,2,0.21666666666666667,86.0
78.0,0.77,internal_density,lft,3,0.3,86.0
78.0,0.77,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7960.5
78.0,0.77,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,4044.0
78.0,0.77,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,92.0
78.0,0.77,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.3,91.0
78.0,0.77,external_exposure_ratio,geslacht,0,0.05,8598.0
78.0,0.77,external_exposure_ratio,geslacht,1,0.13333333333333333,88.0
78.0,0.77,external_exposure_ratio,geslacht,2,0.21666666666666667,86.0
78.0,0.77,external_exposure_ratio,geslacht,3,0.3,86.0
78.0,0.77,external_exposure_ratio,lft,0,0.05,7927.5
78.0,0.77,external_exposure_ratio,lft,1,0.13333333333333333,7928.5
78.0,0.77,external_exposure_ratio,lft,2,0.21666666666666667,183.5
78.0,0.77,external_exposure_ratio,lft,3,0.3,167.0
78.0,0.77,random,etngrp_geslacht_lft_oplniv,0,0.05,7961.0
78.0,0.77,random,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7958.5
78.0,0.77,random,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,95.5
78.0,0.77,random,etngrp_geslacht_lft_oplniv,3,0.3,90.0
78.0,0.77,random,geslacht,0,0.05,8598.0
78.0,0.77,random,geslacht,1,0.13333333333333333,120.5
78.0,0.77,random,geslacht,2,0.21666666666666667,91.0
78.0,0.77,random,geslacht,3,0.3,87.0
78.0,0.77,random,lft,0,0.05,7924.5
78.0,0.77,random,lft,1,0.13333333333333333,7923.0
78.0,0.77,random,lft,2,0.21666666666666667,100.0
78.0,0.77,random,lft,3,0.3,95.0
78.0,0.77,size,etngrp_geslacht_lft_oplniv,0,0.05,7954.0
78.0,0.77,size,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7954.0
78.0,0.77,size,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,87.0
78.0,0.77,size,etngrp_geslacht_lft_oplniv,3,0.3,86.0
78.0,0.77,size,geslacht,0,0.05,8598.0
78.0,0.77,size,geslacht,1,0.13333333333333333,7959.5
78.0,0.77,size,geslacht,2,0.21666666666666667,109.0
78.0,0.77,size,geslacht,3,0.3,92.0
78.0,0.77,size,lft,0,0.05,7918.0
78.0,0.77,size,lft,1,0.13333333333333333,7918.0
78.0,0.77,size,lft,2,0.21666666666666667,86.0
78.0,0.77,size,lft,3,0.3,86.0
12.0,0.22,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7960.5
12.0,0.22,combined_score,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,117.5
12.0,0.22,combined_score,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,95.0
12.0,0.22,combined_score,etngrp_geslacht_lft_oplniv,3,0.3,91.0
12.0,0.22,combined_score,geslacht,0,0.05,8601.0
12.0,0.22,combined_score,geslacht,1,0.13333333333333333,129.0
12.0,0.22,combined_score,geslacht,2,0.21666666666666667,93.5
12.0,0.22,combined_score,geslacht,3,0.3,87.0
12.0,0.22,combined_score,lft,0,0.05,8007.0
12.0,0.22,combined_score,lft,1,0.13333333333333333,8007.0
12.0,0.22,combined_score,lft,2,0.21666666666666667,87.0
12.0,0.22,combined_score,lft,3,0.3,86.0
12.0,0.22,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7959.0
12.0,0.22,internal_density,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,121.0
12.0,0.22,internal_density,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,93.0
12.0,0.22,internal_density,etngrp_geslacht_lft_oplniv,3,0.3,89.0
12.0,0.22,internal_density,geslacht,0,0.05,8601.0
12.0,0.22,internal_density,geslacht,1,0.13333333333333333,132.5
12.0,0.22,internal_density,geslacht,2,0.21666666666666667,92.0
12.0,0.22,internal_density,geslacht,3,0.3,87.0
12.0,0.22,internal_density,lft,0,0.05,8007.0
12.0,0.22,internal_density,lft,1,0.13333333333333333,8007.0
12.0,0.22,internal_density,lft,2,0.21666666666666667,87.0
12.0,0.22,internal_density,lft,3,0.3,86.0
12.0,0.22,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7957.0
12.0,0.22,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,123.0
12.0,0.22,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,94.0
12.0,0.22,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.3,90.5
12.0,0.22,external_exposure_ratio,geslacht,0,0.05,8601.0
12.0,0.22,external_exposure_ratio,geslacht,1,0.13333333333333333,88.0
12.0,0.22,external_exposure_ratio,geslacht,2,0.21666666666666667,86.0
12.0,0.22,external_exposure_ratio,geslacht,3,0.3,86.0
12.0,0.22,external_exposure_ratio,lft,0,0.05,8010.0
12.0,0.22,external_exposure_ratio,lft,1,0.13333333333333333,204.5
12.0,0.22,external_exposure_ratio,lft,2,0.21666666666666667,125.0
12.0,0.22,external_exposure_ratio,lft,3,0.3,110.0
12.0,0.22,random,etngrp_geslacht_lft_oplniv,0,0.05,7959.0
12.0,0.22,random,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,123.0
12.0,0.22,random,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,95.5
12.0,0.22,random,etngrp_geslacht_lft_oplniv,3,0.3,90.0
12.0,0.22,random,geslacht,0,0.05,8601.0
12.0,0.22,random,geslacht,1,0.13333333333333333,104.0
12.0,0.22,random,geslacht,2,0.21666666666666667,88.5
12.0,0.22,random,geslacht,3,0.3,86.0
12.0,0.22,random,lft,0,0.05,8013.0
12.0,0.22,random,lft,1,0.13333333333333333,114.0
12.0,0.22,random,lft,2,0.21666666666666667,92.0
12.0,0.22,random,lft,3,0.3,91.0
12.0,0.22,size,etngrp_geslacht_lft_oplniv,0,0.05,7952.0
12.0,0.22,size,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7952.0
12.0,0.22,size,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,90.0
12.0,0.22,size,etngrp_geslacht_lft_oplniv,3,0.3,87.0
12.0,0.22,size,geslacht,0,0.05,8601.0
12.0,0.22,size,geslacht,1,0.13333333333333333,132.5
12.0,0.22,size,geslacht,2,0.21666666666666667,91.5
12.0,0.22,size,geslacht,3,0.3,87.0
12.0,0.22,size,lft,0,0.05,8007.0
12.0,0.22,size,lft,1,0.13333333333333333,8007.0
12.0,0.22,size,lft,2,0.21666666666666667,87.0
12.0,0.22,size,lft,3,0.3,86.0
34.0,0.11,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7956.0
34.0,0.11,combined_score,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,112.5
34.0,0.11,combined_score,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,90.5
34.0,0.11,combined_score,etngrp_geslacht_lft_oplniv,3,0.3,88.0
34.0,0.11,combined_score,geslacht,0,0.05,8601.0
34.0,0.11,combined_score,geslacht,1,0.13333333333333333,119.0
34.0,0.11,combined_score,geslacht,2,0.21666666666666667,89.5
34.0,0.11,combined_score,geslacht,3,0.3,87.5
34.0,0.11,combined_score,lft,0,0.05,8037.0
34.0,0.11,combined_score,lft,1,0.13333333333333333,8037.0
34.0,0.11,combined_score,lft,2,0.21666666666666667,87.0
34.0,0.11,combined_score,lft,3,0.3,86.0
34.0,0.11,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7957.0
34.0,0.11,internal_density,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,4042.0
34.0,0.11,internal_density,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,89.5
34.0,0.11,internal_density,etngrp_geslacht_lft_oplniv,3,0.3,88.0
34.0,0.11,internal_density,geslacht,0,0.05,8601.0
34.0,0.11,internal_density,geslacht,1,0.13333333333333333,116.5
34.0,0.11,internal_density,geslacht,2,0.21666666666666667,89.5
34.0,0.11,internal_density,geslacht,3,0.3,86.5
34.0,0.11,internal_density,lft,0,0.05,8037.0
34.0,0.11,internal_density,lft,1,0.13333333333333333,8037.0
34.0,0.11,internal_density,lft,2,0.21666666666666667,86.5
34.0,0.11,internal_density,lft,3,0.3,86.0
34.0,0.11,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7957.0
34.0,0.11,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,107.5
34.0,0.11,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,90.0
34.0,0.11,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.3,88.0
34.0,0.11,external_exposure_ratio,geslacht,0,0.05,8601.0
34.0,0.11,external_exposure_ratio,geslacht,1,0.13333333333333333,93.0
34.0,0.11,external_exposure_ratio,geslacht,2,0.21666666666666667,86.0
34.0,0.11,external_exposure_ratio,geslacht,3,0.3,86.0
34.0,0.11,external_exposure_ratio,lft,0,0.05,8038.5
34.0,0.11,external_exposure_ratio,lft,1,0.13333333333333333,144.0
34.0,0.11,external_exposure_ratio,lft,2,0.21666666666666667,105.5
34.0,0.11,external_exposure_ratio,lft,3,0.3,99.0
34.0,0.11,random,etngrp_geslacht_lft_oplniv,0,0.05,7956.0
34.0,0.11,random,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,114.5
34.0,0.11,random,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,90.0
34.0,0.11,random,etngrp_geslacht_lft_oplniv,3,0.3,88.0
34.0,0.11,random,geslacht,0,0.05,8601.0
34.0,0.11,random,geslacht,1,0.13333333333333333,102.5
34.0,0.11,random,geslacht,2,0.21666666666666667,87.0
34.0,0.11,random,geslacht,3,0.3,86.0
34.0,0.11,random,lft,0,0.05,8041.5
34.0,0.11,random,lft,1,0.13333333333333333,105.0
34.0,0.11,random,lft,2,0.21666666666666667,91.0
34.0,0.11,random,lft,3,0.3,89.5
34.0,0.11,size,etngrp_geslacht_lft_oplniv,0,0.05,7950.0
34.0,0.11,size,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7950.0
34.0,0.11,size,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,89.5
34.0,0.11,size,etngrp_geslacht_lft_oplniv,3,0.3,86.0
34.0,0.11,size,geslacht,0,0.05,8601.0
34.0,0.11,size,geslacht,1,0.13333333333333333,113.5
34.0,0.11,size,geslacht,2,0.21666666666666667,90.0
34.0,0.11,size,geslacht,3,0.3,87.0
34.0,0.11,size,lft,0,0.05,8037.0
34.0,0.11,size,lft,1,0.13333333333333333,8037.0
34.0,0.11,size,lft,2,0.21666666666666667,87.0
34.0,0.11,size,lft,3,0.3,86.0
